review_index,sentence_index,sentence_text,sentiment_label,sentiment_score,sentiment_confidence
10,34,"He says he can handle it and he won't get in her way, but as that  approaches the pressure ratchets up.",positive,0.7137663960456848,0.7137663960456848
10,35,"Because, 'when you love, it's all or nothing.",positive,0.9590842127799988,0.9590842127799988
10,36,"If you hold back, then why love it all?' Ethan has a point. 'There are questions inside of me that only I can answer,' Joy insists.",positive,0.940193772315979,0.940193772315979
10,37,"Joy has goals, a mission, and an ironclad agenda.",positive,0.9849896430969238,0.9849896430969238
10,38,She will not be swayed.,negative,0.6125903129577637,0.6125903129577637
10,39,What does it look like?,positive,0.8187587857246399,0.8187587857246399
10,40,"To Ethan it's: ""If you loved me enough you would stay.""  To Joy it's: ""If you loved me enough you would want me to go."" Later, Joy asks the universe: ""When a woman gives too much of herself, she's stupid, but when she prioritizes herself, she's bad.",positive,0.954289972782135,0.954289972782135
10,41,Where do we need to place ourselves?,positive,0.6906615495681763,0.6906615495681763
10,42,"Is love only expressed through sacrifice?"" Why so often, indeed, does every option, for women especially, seem irreconcilable?",negative,0.7266181707382202,0.7266181707382202
10,43,Love can teeter from selfish to selfless.,positive,0.9015069007873535,0.9015069007873535
10,44,"Perhaps love always starts down in the selfish zone, but the more we sincerely love someone, the more selfless we should become.",positive,0.9817454218864441,0.9817454218864441
10,45,Leaving the shallow end and diving down deeper should elevate our love higher.,positive,0.9936589598655701,0.9936589598655701
10,46,"If not, we must question how much in  we are or how selfish we actually are.",positive,0.5630643367767334,0.5630643367767334
10,47,"A young person should never be expected to throw away h/h future for a relationship, particularly a relatively new one.",positive,0.5440981984138489,0.5440981984138489
10,48,Talk about creating a debt for regret - No sane person would endorse that.,negative,0.919318437576294,0.919318437576294
10,49,Joy agonizes over this unexpected timeout from the race she's been running.,positive,0.8497016429901123,0.8497016429901123
10,50,Either option is valid.,positive,0.8999863266944885,0.8999863266944885
10,51,Her choice is hers alone.,positive,0.8834054470062256,0.8834054470062256
10,52,HLG tells young girls that their personal development and future is every bit as important as love.,positive,0.9630241990089417,0.9630241990089417
10,53,"Befitting a modest budget, most of the filming is on the street or in contained spaces.",positive,0.8390489220619202,0.8390489220619202
10,54,There's a couple of wow shots.,positive,0.9537035822868347,0.9537035822868347
10,55,They take a day off to go up into the mountains.,positive,0.9399363994598389,0.9399363994598389
10,56,"On a cliff looking down on the city, the buildings are uniformly white.",positive,0.951610803604126,0.951610803604126
10,57,While they look like bad dental work there's also an ethereal beauty to the vista.,positive,0.9276887774467468,0.9276887774467468
10,58,The effect is otherworldly.,positive,0.579902708530426,0.579902708530426
10,59,"HLG is a 118 minute, 2019 release that is rated 8.2 on MDL.",positive,0.9263439774513245,0.9263439774513245
10,60,"Overall, this is a well put together production.",positive,0.9967343807220459,0.9967343807220459
10,61,"The writing, directing and acting all blend to make a great product with few flaws.",positive,0.9960803389549255,0.9960803389549255
10,62,This is a Filipino production and I am looking forward to seeing more of their works.,positive,0.9965996146202087,0.9965996146202087
10,63,"I've seen 2 Hong Kong productions, The Defected-8.2 and Hong Kong West Side Stories(7.5).",positive,0.6821215748786926,0.6821215748786926
10,64,"Both of them are good but also dark, edgy, sad, and a display of the worst elements of humanity.",positive,0.9489234685897827,0.9489234685897827
10,65,The group that is the most downtrodden in Hong Kong seems to have a brighter outlook.,positive,0.8783246278762817,0.8783246278762817
10,66,"Between the 3 productions, one wouldn't think it's the same place.",negative,0.500795304775238,0.500795304775238
10,67,"HLG is well worth the time to get a peek at life in Hong Kong from the view of the hard working, overlooked Filipino community.",positive,0.997225284576416,0.997225284576416
10,68,We have alot to be thankful for.,positive,0.9950254559516907,0.9950254559516907
10,69,"QUOTE

Choice is only for the rich.",negative,0.6971622705459595,0.6971622705459595
10,70,"IMHO

78 72 79 70 67 71 70 30 /78 23 47 30 49 20 45 0 70

Age 12+ Adult situations kissing - mild.",positive,0.757143497467041,0.757143497467041
10,71,"Rated PG: Parental Guidance Suggested

Re-?",negative,0.7301793694496155,0.7301793694496155
10,72,Not opposed.,positive,0.7973522543907166,0.7973522543907166
11,0,best filipino love story movie: This movie is almost 90% accurate when it comes to portraying ofw life in china.,positive,0.9942759871482849,0.9942759871482849
11,1,acting is very good and I never expected that kath and alden would have a good chemistry.,positive,0.9972885847091675,0.9972885847091675
12,0,not good not bad: Another Kathryn same ol' tone of character film!,negative,0.8803272247314453,0.8803272247314453
12,1,"I wish that her writers and directors would gave her something different worthy of famas or urian award, she deserves it, it was just the material that always failed her.",positive,0.604669988155365,0.604669988155365
12,2,"The story could have been very good to tell, but it was the storytelling that seems to be ordinary and safe... it could have been pushed a little bit more.

but at the end of the day, it makes you feel something and that is what Filipino films are good at.",positive,0.957438051700592,0.957438051700592
13,0,Superb acting and story: Kathryn and Alden gave justice to their characters.,positive,0.9963499307632446,0.9963499307632446
13,1,You'll forget that these are actors just portraing roles because they portrayed their characters so well!,positive,0.9941818118095398,0.9941818118095398
13,2,The chemistry between these two is overflowing!,positive,0.9974276423454285,0.9974276423454285
13,3,"These movie is not just a love story, it's a life story.",positive,0.9494919180870056,0.9494919180870056
13,4,"It tells you the life of Overseas Filipino Worker abroad, the struggle that they have to go through to achieve their goals for themselves and thier family.",positive,0.9693633913993835,0.9693633913993835
14,0,"Hello, Love, Goodbye: Unexpected chemistry of Kathryn Bernardo and Alden Richards.",positive,0.9428528547286987,0.9428528547286987
14,1,They successfully portrayed their characters.,positive,0.9701541066169739,0.9701541066169739
14,2,The plot of the story is great and we want more!,positive,0.9977906942367554,0.9977906942367554
14,3,Great job Team HLG!,positive,0.9959958791732788,0.9959958791732788
14,4,Part2 please!!!,positive,0.7907793521881104,0.7907793521881104
15,0,Nice.: Pretty great.,positive,0.9918544292449951,0.9918544292449951
15,1,"Finally, no cheesy cliché Filipino romance in here.",positive,0.9368654489517212,0.9368654489517212
15,2,It's a great start for hollywood-esque films  It even has lessons like remember to care for your family and how to love someone purely.,positive,0.9972972273826599,0.9972972273826599
15,3,How much OFWs work hard just to provide for their family and how other people should appreciate that.,positive,0.9818755984306335,0.9818755984306335
15,4,"The best one is 'I love you but this time, I love myself more.' :).",positive,0.9927505254745483,0.9927505254745483
16,0,"What the world needs: Real emotion, it gives you a glimpse of what its like to be an ofw worker, more so being a domestic helper.",positive,0.9920166730880737,0.9920166730880737
16,1,"Teaching one that inorder for you to love others, you need to love yourself first.",positive,0.9450039267539978,0.9450039267539978
16,2,You need to choose your own happiness.,positive,0.8505964875221252,0.8505964875221252
17,0,"Alden Richards' character, Ethan, is pushy, creepy and problematic.: Ethan will continue sending friend requests even if Joy declined several times already.",positive,0.6192410588264465,0.6192410588264465
17,1,He will make the radio station talk about Joy in public without her permission.,positive,0.7202253937721252,0.7202253937721252
17,2,He will use another phone to text Joy anonymously.,positive,0.926289439201355,0.926289439201355
17,3,He will act like a police even if Joy is weeping out of fear.,positive,0.935438871383667,0.935438871383667
17,4,He will squeeze through inside a small room knowing that Joy will be uncomfortable.,positive,0.8580856919288635,0.8580856919288635
17,5,"He will continually send ""Need a friend today?"" text messages even if Joy has rejected it so many times.",positive,0.8392035961151123,0.8392035961151123
17,6,"I don't know how a Filipino girl reacts to such moves, but if people consider this as ""nakakakilig,"" there's a problem.

'Hello, Love, Goodbye' is at its best when it tells the story of Kathryn Bernardo's character, Joy.",positive,0.7717435956001282,0.7717435956001282
17,7,"In some ways, the film manages to outdo similar mainstream Filipino romance films because of Kathryn Bernardo's stunning performance and the earnest depiction of OFWs.",positive,0.9868554472923279,0.9868554472923279
17,8,"Bernardo, whose acting holds the film together when it was falling apart, effectively evokes a palpable sense of weariness, discontent, and eagerness to alleviate Joy's situation.",positive,0.9700625538825989,0.9700625538825989
17,9,"Actually, I can do without the 'La La Land' love story if the social commentary was strengthened and expounded more.",positive,0.8218743801116943,0.8218743801116943
17,10,"In a similar vein with 'Sunday Beauty Queen,' the film resonates with Filipinos because of its sensible portrayal of what it is like to work abroad in a job you are overqualified in.",positive,0.9955106973648071,0.9955106973648071
17,11,"But Cathy Garcia-Molina's picture falls apart as the annoying, melodramatic score continues to play in the background, tackier drone shots are added, and more forced, ""hugot"" dialogues are delivered by the leads.",negative,0.726372241973877,0.726372241973877
17,12,"Sure, this is how cliché-ridden mainstream Filipino romance plays out.",positive,0.6215453743934631,0.6215453743934631
17,13,"But how I wish we get movies that transcend this generic romantic stratagem. 'Hello, Love, Goodbye' fails to offer something new to romance movies as an art form, which is disappointing since the OFW story and Joy's arc have so much potential.",positive,0.5397149920463562,0.5397149920463562
18,0,BEST OF 2019: This is by far the first movie of Alden Richards that I watched.,positive,0.989995002746582,0.989995002746582
18,1,"At first, it was just an attempt to like the tandem of Kath and Alden but it turned out to be an affirmation of their chemistry.",positive,0.9866772890090942,0.9866772890090942
18,2,I was moved and even shed some tears even in scenes where not much is expected.,positive,0.9792717099189758,0.9792717099189758
18,3,Simple conversations that will make you fall into tears.,positive,0.8860580325126648,0.8860580325126648
18,4,Very touching movie.,positive,0.990346372127533,0.990346372127533
18,5,It's actually about Love in general and that includes Love of Family.,positive,0.9802860617637634,0.9802860617637634
